Zeit [s]	Temperatur [°C]	Kraft [N]
6,840000325	64,30672719	1,13011206
6,850000325	64,30672719	1,13011206
6,860000326	64,30672719	1,13011206
6,870000326	64,30672719	1,13011206
6,880000327	64,34847883	1,13011206
6,890000327	64,34847883	1,13011206
6,900000328	64,34847883	1,13011206
6,910000328	64,34847883	1,13011206
6,920000329	64,34847883	1,13011206
6,930000329	64,34847883	1,13011206
6,94000033	64,34847883	1,13011206
6,95000033	64,34847883	1,13011206
6,960000331	64,39023102	1,11834006
6,970000331	64,39023102	1,13011206
6,980000332	64,39023102	1,13011206
6,990000332	64,39023102	1,14188406
7,000000332	64,39023102	1,14188406
7,010000333	64,39023102	1,14188406
7,020000333	64,39023102	1,14188406
7,030000334	64,43198375	1,14188406
7,040000334	64,43198375	1,15365606
7,050000335	64,43198375	1,15365606
7,060000335	64,43198375	1,16542806
7,070000336	64,43198375	1,16542806
7,080000336	64,43198375	1,17720006
7,090000337	64,43198375	1,17720006
7,100000337	64,47373703	1,16542806
7,110000338	64,47373703	1,14188406
7,120000338	64,47373703	1,14188406
7,130000339	64,47373703	1,15365606
7,140000339	64,47373703	1,15365606
7,15000034	64,47373703	1,16542806
7,16000034	64,47373703	1,17720006
7,170000341	64,47373703	1,18897206
7,180000341	64,51549085	1,18897206
7,190000342	64,51549085	1,17720006
7,200000342	64,51549085	1,17720006
7,210000342	64,51549085	1,16542806
7,220000343	64,51549085	1,16542806
7,230000343	64,51549085	1,15365606
7,240000344	64,55724521	1,16542806
7,250000344	64,55724521	1,17720006
7,260000345	64,55724521	1,18897206
7,270000345	64,55724521	1,20074406
7,280000346	64,55724521	1,17720006
7,290000346	64,55724521	1,16542806
7,300000347	64,55724521	1,16542806
7,310000347	64,55724521	1,15365606
7,320000348	64,55724521	1,15365606
7,330000348	64,55724521	1,14188406
7,340000349	64,59900012	1,16542806
7,350000349	64,59900012	1,17720006
7,36000035	64,59900012	1,18897206
7,37000035	64,59900012	1,20074406
7,380000351	64,59900012	1,20074406
7,390000351	64,59900012	1,21251606
7,400000351	64,59900012	1,20074406
7,410000352	64,59900012	1,18897206
7,420000352	64,64075557	1,18897206
7,430000353	64,64075557	1,18897206
7,440000353	64,64075557	1,20074406
7,450000354	64,64075557	1,21251606
7,460000354	64,64075557	1,21251606
7,470000355	64,64075557	1,21251606
7,480000355	64,64075557	1,20074406
7,490000356	64,64075557	1,20074406
7,500000356	64,68251156	1,20074406
7,510000357	64,68251156	1,18897206
7,520000357	64,68251156	1,18897206
7,530000358	64,68251156	1,18897206
7,540000358	64,68251156	1,20074406
7,550000359	64,68251156	1,18897206
7,560000359	64,68251156	1,18897206
7,57000036	64,68251156	1,18897206
7,58000036	64,7242681	1,18897206
7,590000361	64,7242681	1,18897206
7,600000361	64,7242681	1,17720006
7,610000361	64,7242681	1,17720006
7,620000362	64,7242681	1,17720006
7,630000362	64,7242681	1,17720006
7,640000363	64,7242681	1,18897206
7,650000363	64,7242681	1,18897206
7,660000364	64,7242681	1,20074406
7,670000364	64,7242681	1,18897206
7,680000365	64,76602519	1,18897206
7,690000365	64,76602519	1,18897206
7,700000366	64,76602519	1,18897206
7,710000366	64,76602519	1,17720006
7,720000367	64,76602519	1,17720006
7,730000367	64,76602519	1,17720006
7,740000368	64,76602519	1,17720006
7,750000368	64,80778281	1,17720006
7,760000369	64,80778281	1,17720006
7,770000369	64,80778281	1,17720006
7,78000037	64,80778281	1,17720006
7,79000037	64,80778281	1,17720006
7,80000037	64,80778281	1,16542806
7,810000371	64,80778281	1,16542806
7,820000371	64,80778281	1,16542806
7,830000372	64,80778281	1,17720006
7,840000372	64,80778281	1,17720006
7,850000373	64,80778281	1,17720006
7,860000373	64,80778281	1,16542806
7,870000374	64,80778281	1,16542806
7,880000374	64,84954098	1,15365606
7,890000375	64,84954098	1,15365606
7,900000375	64,84954098	1,16542806
7,910000376	64,84954098	1,17720006
7,920000376	64,84954098	1,17720006
7,930000377	64,84954098	1,18897206
7,940000377	64,84954098	1,20074406
7,950000378	64,8912997	1,18897206
7,960000378	64,8912997	1,17720006
7,970000379	64,8912997	1,16542806
7,980000379	64,8912997	1,16542806
7,99000038	64,8912997	1,14188406
8,00000038	64,8912997	1,13011206
8,01000038	64,8912997	1,14188406
8,020000381	64,8912997	1,15365606
8,030000381	64,8912997	1,15365606
8,040000382	64,8912997	1,15365606
8,050000382	64,8912997	1,15365606
8,060000383	64,93305896	1,15365606
8,070000383	64,93305896	1,15365606
8,080000384	64,93305896	1,15365606
8,090000384	64,93305896	1,18897206
8,100000385	64,93305896	1,25960406
8,110000385	64,93305896	1,34200806
8,120000386	64,93305896	1,43618406
8,130000386	64,93305896	1,55390406
8,140000387	64,93305896	1,73048406
8,150000387	64,97481876	1,89529206
8,160000388	64,97481876	2,02478406
8,170000388	64,97481876	2,10718806
8,180000389	64,97481876	2,09541606
8,190000389	64,97481876	1,93060806
8,200000389	64,97481876	1,57744806
8,21000039	64,97481876	1,02416406
8,22000039	64,97481876	0,44733606
8,230000391	64,97481876	0,15303606
8,240000391	64,97481876	0,05886006
8,250000392	64,97481876	0,02354406
8,260000392	65,0165791	0,01177206
8,270000393	65,0165791	0,01177206
8,280000393	65,0165791	0,02354406
8,290000394	65,0165791	0,02354406
8,300000394	65,0165791	0,02354406
8,310000395	65,0165791	0,01177206
8,320000395	65,0165791	0,01177206
8,330000396	65,0165791	0,01177206
8,340000396	65,0165791	0,01177206
8,350000397	65,05833999	0,02354406
8,360000397	65,05833999	0,01177206
8,370000398	65,05833999	0,01177206
8,380000398	65,05833999	0,01177206
8,390000399	65,05833999	0,01177206
8,400000399	65,05833999	0,01177206
8,410000399	65,05833999	0,01177206
8,4200004	65,05833999	0,01177206
8,4300004	65,05833999	0,01177206
8,440000401	65,05833999	0,02354406
8,450000401	65,05833999	0,02354406
8,460000402	65,05833999	0,02354406
8,470000402	65,10010143	0,02354406
8,480000403	65,10010143	0,02354406
8,490000403	65,10010143	0,03531606
8,500000404	65,10010143	0,03531606
8,510000404	65,10010143	0,03531606
8,520000405	65,10010143	0,03531606
8,530000405	65,10010143	0,03531606
8,540000406	65,10010143	0,03531606
8,550000406	65,14186341	0,03531606
8,560000407	65,14186341	0,03531606
8,570000407	65,14186341	0,03531606
8,580000408	65,14186341	0,02354406
8,590000408	65,14186341	0,02354406
8,600000408	65,14186341	0,02354406
8,610000409	65,14186341	0,02354406
8,620000409	65,14186341	0,03531606
8,63000041	65,14186341	0,03531606
8,64000041	65,14186341	0,02354406
8,650000411	65,14186341	0,02354406
8,660000411	65,18362593	0,01177206
8,670000412	65,18362593	6,00005E-08
8,680000412	65,18362593	6,00005E-08
8,690000413	65,18362593	-0,01177194
8,700000413	65,18362593	-0,01177194
8,710000414	65,18362593	-0,01177194
8,720000414	65,18362593	-0,01177194
8,730000415	65,18362593	6,00005E-08
8,740000415	65,18362593	0,01177206
8,750000416	65,18362593	0,02354406
8,760000416	65,18362593	0,03531606
8,770000417	65,18362593	0,03531606
8,780000417	65,22538899	0,03531606
8,790000418	65,22538899	0,03531606
8,800000418	65,22538899	0,03531606
8,810000418	65,22538899	0,03531606
8,820000419	65,22538899	0,03531606
8,830000419	65,22538899	0,03531606
8,84000042	65,22538899	0,03531606
8,85000042	65,22538899	0,03531606
8,860000421	65,22538899	0,03531606
8,870000421	65,22538899	0,02354406
8,880000422	65,2671526	0,01177206
8,890000422	65,2671526	0,01177206
8,900000423	65,2671526	6,00005E-08
8,910000423	65,2671526	-0,01177194
8,920000424	65,2671526	-0,02354394
8,930000424	65,2671526	-0,02354394
8,940000425	65,2671526	-0,02354394
8,950000425	65,2671526	-0,02354394
8,960000426	65,2671526	-0,01177194
8,970000426	65,2671526	6,00005E-08
8,980000427	65,2671526	0,01177206
8,990000427	65,2671526	0,02354406
9,000000427	65,30891675	0,02354406
9,010000428	65,30891675	0,02354406
9,020000428	65,30891675	0,02354406
9,030000429	65,30891675	0,02354406
9,040000429	65,30891675	0,02354406
9,05000043	65,30891675	6,00005E-08
9,06000043	65,30891675	-0,01177194
9,070000431	65,30891675	-0,01177194
9,080000431	65,30891675	6,00005E-08
9,090000432	65,30891675	6,00005E-08
9,100000432	65,30891675	6,00005E-08
9,110000433	65,30891675	0,01177206
9,120000433	65,35068145	6,00005E-08
9,130000434	65,35068145	6,00005E-08
9,140000434	65,35068145	0,01177206
9,150000435	65,35068145	0,01177206
9,160000435	65,35068145	0,01177206
9,170000436	65,35068145	0,01177206
9,180000436	65,35068145	0,01177206
9,190000437	65,35068145	0,01177206
9,200000437	65,35068145	0,01177206
9,210000437	65,35068145	0,01177206
9,220000438	65,35068145	0,01177206
9,230000438	65,35068145	0,01177206
9,240000439	65,35068145	0,01177206
9,250000439	65,39244669	0,01177206
9,26000044	65,39244669	0,01177206
9,27000044	65,39244669	0,01177206
9,280000441	65,39244669	0,01177206
9,290000441	65,39244669	0,01177206
9,300000442	65,39244669	6,00005E-08
9,310000442	65,39244669	6,00005E-08
9,320000443	65,39244669	6,00005E-08
9,330000443	65,39244669	6,00005E-08
9,340000444	65,39244669	6,00005E-08
9,350000444	65,39244669	6,00005E-08
9,360000445	65,39244669	6,00005E-08
9,370000445	65,39244669	6,00005E-08
9,380000446	65,43421248	6,00005E-08
9,390000446	65,43421248	-0,01177194
9,400000446	65,43421248	-0,01177194
9,410000447	65,43421248	6,00005E-08
9,420000447	65,43421248	6,00005E-08
9,430000448	65,43421248	0,01177206
9,440000448	65,43421248	0,01177206
9,450000449	65,43421248	0,01177206
9,460000449	65,43421248	0,01177206
9,47000045	65,43421248	6,00005E-08
9,48000045	65,43421248	0,01177206
9,490000451	65,43421248	0,01177206
9,500000451	65,43421248	0,01177206
9,510000452	65,47597881	0,02354406
9,520000452	65,47597881	0,02354406
9,530000453	65,47597881	0,02354406
9,540000453	65,47597881	0,02354406
9,550000454	65,47597881	0,02354406
9,560000454	65,47597881	0,01177206
9,570000455	65,47597881	0,01177206
9,580000455	65,47597881	0,01177206
9,590000456	65,47597881	6,00005E-08
9,600000456	65,47597881	6,00005E-08
9,610000456	65,47597881	0,01177206
9,620000457	65,47597881	0,01177206
9,630000457	65,47597881	0,01177206
9,640000458	65,51774568	6,00005E-08
9,650000458	65,51774568	6,00005E-08
9,660000459	65,51774568	0,01177206
9,670000459	65,51774568	0,01177206
9,68000046	65,51774568	6,00005E-08
9,69000046	65,51774568	6,00005E-08
9,700000461	65,51774568	6,00005E-08
9,710000461	65,51774568	0,01177206
9,720000462	65,5595131	0,01177206
9,730000462	65,5595131	6,00005E-08
9,740000463	65,5595131	6,00005E-08
9,750000463	65,5595131	6,00005E-08
9,760000464	65,5595131	0,01177206
9,770000464	65,5595131	0,01177206
9,780000465	65,60128106	0,01177206
9,790000465	65,60128106	0,01177206
9,800000465	65,60128106	0,01177206
9,810000466	65,60128106	0,01177206
9,820000466	65,60128106	0,02354406
9,830000467	65,60128106	0,02354406
9,840000467	65,64304956	0,10594806
9,850000468	65,64304956	0,45910806
9,860000468	65,64304956	0,90644406
9,870000469	65,64304956	1,58922006
9,880000469	65,64304956	2,44857606
9,89000047	65,64304956	2,99008806
9,90000047	65,64304956	3,22552806
9,910000471	65,64304956	3,31970406
9,920000471	65,64304956	3,28438806
9,930000472	65,64304956	3,24907206
9,940000472	65,64304956	3,64932006
9,950000473	65,64304956	3,96716406
9,960000473	65,64304956	3,95539206
9,970000474	65,64304956	4,01425206
9,980000474	65,68481861	4,33209606
9,990000474	65,68481861	4,95601206
10,00000047	65,68481861	5,83891206
10,01000048	65,68481861	6,69826806
10,02000048	65,68481861	6,86307606
10,03000048	65,68481861	5,88600006
10,04000048	65,68481861	4,95601206
10,05000048	65,68481861	4,52044806
10,06000048	65,68481861	4,69702806
10,07000048	65,68481861	5,82714006
10,08000048	65,68481861	6,76890006
10,09000048	65,7265882	6,26270406
10,10000048	65,7265882	5,21499606
10,11000048	65,7265882	4,22614806
10,12000048	65,7265882	3,41388006
10,13000048	65,7265882	3,46096806
10,14000048	65,7265882	4,88538006
10,15000048	65,7265882	6,74535606
10,16000048	65,7265882	7,36927206
10,17000048	65,7265882	6,54523206
10,18000048	65,76835834	5,50929606
10,19000048	65,76835834	4,60285206
10,20000048	65,76835834	4,52044806
10,21000048	65,76835834	5,57992806
10,22000049	65,76835834	7,29864006
10,23000049	65,76835834	8,51115606
10,24000049	65,76835834	8,25217206
10,25000049	65,76835834	7,15737606
10,26000049	65,76835834	6,14498406
10,27000049	65,76835834	5,50929606
10,28000049	65,76835834	5,89777206
10,29000049	65,76835834	7,05142806
10,30000049	65,81012902	7,94610006
10,31000049	65,81012902	7,75774806
10,32000049	65,81012902	6,74535606
10,33000049	65,81012902	5,67410406
10,34000049	65,81012902	5,39157606
10,35000049	65,81012902	6,07435206
10,36000049	65,81012902	7,48699206
10,37000049	65,81012902	8,79368406
10,38000049	65,81012902	9,29988006
10,39000049	65,81012902	8,51115606
10,40000049	65,81012902	7,74597606
10,41000049	65,81012902	6,45105606
10,42000049	65,81012902	4,72057206
10,4300005	65,81012902	4,34386806
10,4400005	65,81012902	4,27323606
10,4500005	65,81012902	4,28500806
10,4600005	65,81012902	4,27323606
10,4700005	65,81012902	4,26146406
10,4800005	65,81012902	4,21437606
10,4900005	65,81012902	4,20260406
10,5000005	65,81012902	4,20260406
10,5100005	65,81012902	4,22614806
10,5200005	65,81012902	4,21437606
10,5300005	65,81012902	4,22614806
10,5400005	65,81012902	4,20260406
10,5500005	65,81012902	4,17906006
10,5600005	65,81012902	4,13197206
10,5700005	65,81012902	4,12020006
10,5800005	65,81012902	4,12020006
10,5900005	65,81012902	4,13197206
10,6000005	65,81012902	4,10842806
10,6100005	65,81012902	4,07311206
10,6200005	65,81012902	4,02602406
10,6300005	65,85190024	3,99070806
10,64000051	65,85190024	3,99070806
10,65000051	65,85190024	4,00248006
10,66000051	65,85190024	4,04956806
10,67000051	65,81012902	4,06134006
10,68000051	65,85190024	4,02602406
10,69000051	65,85190024	3,96716406
10,70000051	65,85190024	3,93184806
10,71000051	65,85190024	3,93184806
10,72000051	65,85190024	3,96716406
10,73000051	65,85190024	3,99070806
10,74000051	65,85190024	3,99070806
10,75000051	65,85190024	3,95539206
10,76000051	65,85190024	3,87298806
10,77000051	65,85190024	3,81412806
10,78000051	65,85190024	3,76704006
10,79000051	65,85190024	3,70818006
10,80000051	65,85190024	3,56691606
10,81000051	65,85190024	3,37856406
10,82000051	65,85190024	3,11958006
10,83000051	65,85190024	2,75464806
10,84000051	65,85190024	2,31908406
10,85000052	65,85190024	1,83643206
10,86000052	65,85190024	1,36555206
10,87000052	65,85190024	0,92998806
10,88000052	65,85190024	0,56505606
10,89000052	65,85190024	0,27075606
10,90000052	65,85190024	0,01177206
10,91000052	65,85190024	-0,21189594
10,92000052	65,85190024	-0,38847594
10,93000052	65,85190024	-0,47087994
10,94000052	65,85190024	-0,47087994
10,95000052	65,85190024	-0,40024794
10,96000052	65,85190024	-0,36493194
10,97000052	65,89367201	-0,40024794
10,98000052	65,89367201	-0,52973994
10,99000052	65,89367201	-0,71809194
11,00000052	65,89367201	-0,91821594
11,01000052	65,89367201	-1,05947994
11,02000052	65,89367201	-1,13011194
11,03000052	65,89367201	-0,94175994
11,04000052	65,89367201	-0,76517994
11,05000052	65,89367201	-0,85935594
11,06000053	65,89367201	-0,74163594
11,07000053	65,89367201	-0,36493194
11,08000053	65,89367201	-0,23543994
