Zeit [s]	Temperatur [°C]	Kraft [N]
11,09000053	65,89367201	-0,10594794
11,10000053	65,89367201	0,03531606
11,11000053	65,89367201	0,04708806
11,12000053	65,89367201	0,02354406
11,13000053	65,89367201	0,03531606
11,14000053	65,89367201	0,08240406
11,15000053	65,89367201	0,08240406
11,16000053	65,93544432	0,08240406
11,17000053	65,93544432	0,05886006
11,18000053	65,93544432	0,03531606
11,19000053	65,93544432	0,01177206
11,20000053	65,93544432	0,01177206
11,21000053	65,93544432	0,01177206
11,22000053	65,93544432	0,01177206
11,23000053	65,93544432	0,01177206
11,24000053	65,93544432	6,00005E-08
11,25000053	65,93544432	6,00005E-08
11,26000053	65,93544432	6,00005E-08
11,27000054	65,93544432	0,01177206
11,28000054	65,93544432	0,01177206
11,29000054	65,93544432	0,01177206
11,30000054	65,93544432	0,01177206
11,31000054	65,93544432	6,00005E-08
11,32000054	65,93544432	6,00005E-08
11,33000054	65,93544432	6,00005E-08
11,34000054	65,93544432	0,01177206
11,35000054	65,93544432	0,01177206
11,36000054	65,93544432	0,01177206
11,37000054	65,93544432	0,01177206
11,38000054	65,97721717	0,01177206
11,39000054	65,97721717	0,01177206
11,40000054	65,97721717	6,00005E-08
11,41000054	65,97721717	6,00005E-08
11,42000054	65,97721717	6,00005E-08
11,43000054	65,97721717	6,00005E-08
11,44000054	65,97721717	6,00005E-08
11,45000054	65,97721717	6,00005E-08
11,46000054	65,97721717	6,00005E-08
11,47000054	65,97721717	6,00005E-08
11,48000055	65,97721717	6,00005E-08
11,49000055	65,97721717	0,01177206
11,50000055	65,97721717	0,01177206
11,51000055	65,97721717	0,01177206
11,52000055	65,97721717	0,01177206
11,53000055	65,97721717	0,01177206
11,54000055	65,97721717	0,01177206
11,55000055	65,97721717	0,01177206
11,56000055	65,97721717	0,01177206
11,57000055	65,97721717	0,01177206
11,58000055	65,97721717	0,01177206
11,59000055	65,97721717	0,01177206
11,60000055	65,97721717	0,01177206
11,61000055	66,01899057	0,01177206
11,62000055	66,01899057	0,01177206
11,63000055	66,01899057	0,01177206
11,64000055	66,01899057	0,01177206
11,65000055	66,01899057	0,01177206
11,66000055	66,01899057	0,01177206
11,67000055	66,01899057	0,01177206
11,68000055	66,01899057	0,01177206
11,69000056	66,01899057	0,01177206
11,70000056	66,01899057	6,00005E-08
11,71000056	66,01899057	6,00005E-08
11,72000056	66,01899057	0,01177206
11,73000056	66,01899057	0,01177206
11,74000056	66,01899057	0,01177206
11,75000056	66,01899057	0,01177206
11,76000056	66,01899057	0,01177206
11,77000056	66,01899057	6,00005E-08
11,78000056	66,01899057	6,00005E-08
11,79000056	66,01899057	6,00005E-08
11,80000056	66,01899057	0,01177206
11,81000056	66,01899057	0,01177206
11,82000056	66,06076452	0,01177206
11,83000056	66,06076452	0,01177206
11,84000056	66,06076452	0,01177206
11,85000056	66,06076452	0,01177206
11,86000056	66,06076452	0,01177206
11,87000056	66,06076452	0,01177206
11,88000056	66,06076452	0,01177206
11,89000056	66,06076452	0,01177206
11,90000057	66,06076452	0,01177206
11,91000057	66,06076452	0,01177206
11,92000057	66,06076452	0,01177206
11,93000057	66,06076452	0,01177206
11,94000057	66,06076452	0,01177206
11,95000057	66,06076452	0,01177206
11,96000057	66,06076452	0,01177206
11,97000057	66,06076452	6,00005E-08
11,98000057	66,06076452	6,00005E-08
11,99000057	66,06076452	6,00005E-08
12,00000057	66,06076452	0,01177206
12,01000057	66,06076452	0,01177206
12,02000057	66,06076452	0,01177206
12,03000057	66,06076452	0,01177206
12,04000057	66,06076452	0,01177206
12,05000057	66,06076452	0,01177206
12,06000057	66,06076452	6,00005E-08
12,07000057	66,102539	0,01177206
12,08000057	66,102539	0,01177206
12,09000057	66,102539	0,01177206
12,10000057	66,102539	0,01177206
12,11000058	66,102539	0,01177206
12,12000058	66,102539	0,01177206
12,13000058	66,102539	0,01177206
12,14000058	66,102539	6,00005E-08
12,15000058	66,102539	6,00005E-08
12,16000058	66,102539	0,01177206
12,17000058	66,102539	0,01177206
12,18000058	66,102539	6,00005E-08
12,19000058	66,102539	6,00005E-08
12,20000058	66,102539	6,00005E-08
12,21000058	66,102539	6,00005E-08
12,22000058	66,102539	6,00005E-08
12,23000058	66,102539	6,00005E-08
12,24000058	66,102539	6,00005E-08
12,25000058	66,102539	0,01177206
12,26000058	66,102539	0,01177206
12,27000058	66,102539	0,01177206
12,28000058	66,102539	0,01177206
12,29000058	66,102539	0,01177206
12,30000058	66,102539	6,00005E-08
12,31000058	66,102539	6,00005E-08
12,32000059	66,102539	6,00005E-08
12,33000059	66,102539	6,00005E-08
12,34000059	66,14431403	0,01177206
12,35000059	66,14431403	0,01177206
12,36000059	66,14431403	0,01177206
12,37000059	66,14431403	0,01177206
12,38000059	66,14431403	0,01177206
12,39000059	66,14431403	0,01177206
12,40000059	66,14431403	0,01177206
12,41000059	66,14431403	6,00005E-08
12,42000059	66,14431403	6,00005E-08
12,43000059	66,14431403	0,01177206
12,44000059	66,14431403	0,01177206
12,45000059	66,14431403	0,01177206
12,46000059	66,14431403	0,01177206
12,47000059	66,14431403	0,01177206
12,48000059	66,14431403	0,01177206
12,49000059	66,14431403	6,00005E-08
12,50000059	66,14431403	0,01177206
12,51000059	66,14431403	0,01177206
12,52000059	66,14431403	0,01177206
12,5300006	66,14431403	0,01177206
12,5400006	66,14431403	6,00005E-08
12,5500006	66,14431403	6,00005E-08
12,5600006	66,14431403	0,01177206
12,5700006	66,14431403	0,01177206
12,5800006	66,14431403	0,01177206
12,5900006	66,14431403	6,00005E-08
12,6000006	66,14431403	6,00005E-08
12,6100006	66,14431403	6,00005E-08
12,6200006	66,14431403	6,00005E-08
12,6300006	66,14431403	0,01177206
12,6400006	66,14431403	0,01177206
12,6500006	66,18608961	0,01177206
12,6600006	66,18608961	0,01177206
12,6700006	66,18608961	0,01177206
12,6800006	66,18608961	0,01177206
12,6900006	66,18608961	0,01177206
12,7000006	66,18608961	0,01177206
12,7100006	66,18608961	0,01177206
12,7200006	66,18608961	6,00005E-08
12,7300006	66,18608961	6,00005E-08
12,74000061	66,18608961	0,01177206
12,75000061	66,18608961	0,01177206
12,76000061	66,18608961	0,01177206
12,77000061	66,18608961	0,01177206
12,78000061	66,18608961	6,00005E-08
12,79000061	66,18608961	0,01177206
12,80000061	66,18608961	0,01177206
12,81000061	66,18608961	0,01177206
12,82000061	66,18608961	6,00005E-08
12,83000061	66,18608961	6,00005E-08
12,84000061	66,18608961	6,00005E-08
12,85000061	66,18608961	0,01177206
12,86000061	66,18608961	0,01177206
12,87000061	66,18608961	0,01177206
12,88000061	66,18608961	0,01177206
12,89000061	66,18608961	0,01177206
12,90000061	66,18608961	0,01177206
12,91000061	66,18608961	0,01177206
12,92000061	66,18608961	0,01177206
12,93000061	66,18608961	6,00005E-08
12,94000061	66,18608961	0,01177206
12,95000062	66,22786573	0,01177206
12,96000062	66,22786573	0,01177206
12,97000062	66,22786573	0,01177206
12,98000062	66,22786573	6,00005E-08
12,99000062	66,22786573	6,00005E-08
13,00000062	66,22786573	0,01177206
13,01000062	66,22786573	0,01177206
13,02000062	66,22786573	0,01177206
13,03000062	66,22786573	0,01177206
13,04000062	66,22786573	0,01177206
13,05000062	66,22786573	0,01177206
13,06000062	66,22786573	0,01177206
13,07000062	66,22786573	0,01177206
13,08000062	66,22786573	0,01177206
13,09000062	66,22786573	0,01177206
13,10000062	66,22786573	0,01177206
13,11000062	66,22786573	0,01177206
13,12000062	66,22786573	0,01177206
13,13000062	66,22786573	0,01177206
13,14000062	66,22786573	0,01177206
13,15000062	66,22786573	0,01177206
13,16000063	66,22786573	0,01177206
13,17000063	66,22786573	0,01177206
13,18000063	66,22786573	0,01177206
13,19000063	66,22786573	0,01177206
13,20000063	66,22786573	0,01177206
13,21000063	66,22786573	0,01177206
13,22000063	66,22786573	0,01177206
13,23000063	66,22786573	0,01177206
13,24000063	66,22786573	0,01177206
13,25000063	66,22786573	0,01177206
13,26000063	66,26964239	0,01177206
13,27000063	66,26964239	0,01177206
13,28000063	66,26964239	0,01177206
13,29000063	66,26964239	0,02354406
13,30000063	66,26964239	0,02354406
13,31000063	66,26964239	0,02354406
13,32000063	66,26964239	0,01177206
13,33000063	66,26964239	0,02354406
13,34000063	66,26964239	0,02354406
13,35000063	66,26964239	0,03531606
13,36000063	66,26964239	0,02354406
13,37000064	66,26964239	0,01177206
13,38000064	66,26964239	0,01177206
13,39000064	66,26964239	6,00005E-08
13,40000064	66,26964239	-0,01177194
13,41000064	66,26964239	-0,02354394
13,42000064	66,26964239	-0,03531594
13,43000064	66,26964239	-0,04708794
13,44000064	66,26964239	-0,03531594
13,45000064	66,26964239	-0,01177194
13,46000064	66,26964239	6,00005E-08
13,47000064	66,26964239	6,00005E-08
13,48000064	66,26964239	6,00005E-08
13,49000064	66,26964239	6,00005E-08
13,50000064	66,26964239	0,01177206
13,51000064	66,26964239	0,01177206
13,52000064	66,26964239	0,01177206
13,53000064	66,26964239	0,01177206
13,54000064	66,26964239	6,00005E-08
13,55000064	66,26964239	6,00005E-08
13,56000064	66,26964239	0,01177206
13,57000064	66,26964239	6,00005E-08
13,58000065	66,26964239	6,00005E-08
13,59000065	66,26964239	6,00005E-08
13,60000065	66,3114196	6,00005E-08
13,61000065	66,26964239	0,01177206
13,62000065	66,26964239	0,01177206
13,63000065	66,26964239	0,01177206
13,64000065	66,26964239	0,01177206
13,65000065	66,3114196	0,01177206
13,66000065	66,3114196	0,01177206
13,67000065	66,3114196	0,01177206
13,68000065	66,3114196	0,01177206
13,69000065	66,3114196	0,01177206
13,70000065	66,3114196	0,01177206
13,71000065	66,3114196	0,01177206
13,72000065	66,3114196	0,01177206
13,73000065	66,3114196	0,01177206
13,74000065	66,3114196	0,01177206
13,75000065	66,3114196	0,01177206
13,76000065	66,3114196	0,01177206
13,77000065	66,3114196	0,01177206
13,78000065	66,3114196	0,01177206
13,79000065	66,3114196	0,01177206
13,80000066	66,3114196	0,01177206
13,81000066	66,3114196	6,00005E-08
13,82000066	66,3114196	6,00005E-08
13,83000066	66,3114196	6,00005E-08
13,84000066	66,3114196	0,01177206
13,85000066	66,3114196	0,01177206
13,86000066	66,3114196	6,00005E-08
13,87000066	66,3114196	6,00005E-08
13,88000066	66,3114196	6,00005E-08
13,89000066	66,3114196	6,00005E-08
13,90000066	66,3114196	0,01177206
13,91000066	66,3114196	0,01177206
13,92000066	66,3114196	0,01177206
13,93000066	66,3114196	0,01177206
13,94000066	66,3114196	0,01177206
13,95000066	66,3114196	0,01177206
13,96000066	66,3114196	0,01177206
13,97000066	66,3114196	0,01177206
13,98000066	66,35319735	0,01177206
13,99000066	66,35319735	0,01177206
14,00000066	66,35319735	0,01177206
14,01000067	66,3114196	0,01177206
14,02000067	66,3114196	6,00005E-08
14,03000067	66,3114196	0,01177206
14,04000067	66,35319735	0,01177206
14,05000067	66,35319735	0,01177206
14,06000067	66,35319735	0,01177206
14,07000067	66,35319735	0,01177206
14,08000067	66,35319735	6,00005E-08
14,09000067	66,35319735	6,00005E-08
14,10000067	66,35319735	0,01177206
14,11000067	66,35319735	0,01177206
14,12000067	66,35319735	0,01177206
14,13000067	66,35319735	0,01177206
14,14000067	66,35319735	0,01177206
14,15000067	66,35319735	0,01177206
14,16000067	66,35319735	0,01177206
14,17000067	66,35319735	0,01177206
14,18000067	66,35319735	6,00005E-08
14,19000067	66,35319735	6,00005E-08
14,20000067	66,35319735	0,01177206
14,21000067	66,35319735	0,01177206
14,22000068	66,35319735	0,01177206
14,23000068	66,35319735	6,00005E-08
14,24000068	66,35319735	6,00005E-08
14,25000068	66,35319735	6,00005E-08
14,26000068	66,35319735	6,00005E-08
14,27000068	66,35319735	0,01177206
14,28000068	66,35319735	0,01177206
14,29000068	66,35319735	0,01177206
14,30000068	66,35319735	0,01177206
14,31000068	66,35319735	0,01177206
14,32000068	66,35319735	0,01177206
14,33000068	66,35319735	0,01177206
14,34000068	66,35319735	0,01177206
14,35000068	66,35319735	0,01177206
14,36000068	66,35319735	0,01177206
14,37000068	66,35319735	0,01177206
14,38000068	66,35319735	0,01177206
14,39000068	66,35319735	0,01177206
14,40000068	66,35319735	0,01177206
14,41000068	66,35319735	0,01177206
14,42000068	66,35319735	0,01177206
14,43000069	66,35319735	0,01177206
14,44000069	66,35319735	0,01177206
14,45000069	66,39497564	0,01177206
14,46000069	66,39497564	0,01177206
14,47000069	66,39497564	0,01177206
14,48000069	66,35319735	0,01177206
14,49000069	66,39497564	0,01177206
14,50000069	66,39497564	6,00005E-08
14,51000069	66,39497564	6,00005E-08
14,52000069	66,39497564	6,00005E-08
14,53000069	66,39497564	0,01177206
14,54000069	66,39497564	0,01177206
14,55000069	66,39497564	0,01177206
14,56000069	66,39497564	0,01177206
14,57000069	66,39497564	6,00005E-08
14,58000069	66,39497564	0,01177206
14,59000069	66,39497564	0,01177206
14,60000069	66,39497564	0,01177206
14,61000069	66,39497564	0,01177206
14,62000069	66,39497564	0,01177206
14,63000069	66,39497564	6,00005E-08
14,6400007	66,39497564	0,01177206
14,6500007	66,39497564	0,01177206
14,6600007	66,39497564	0,01177206
14,6700007	66,39497564	0,01177206
14,6800007	66,39497564	0,01177206
14,6900007	66,39497564	0,01177206
14,7000007	66,39497564	0,01177206
14,7100007	66,39497564	0,01177206
14,7200007	66,39497564	0,01177206
14,7300007	66,39497564	0,01177206
14,7400007	66,39497564	0,01177206
14,7500007	66,39497564	0,01177206
14,7600007	66,39497564	0,01177206
14,7700007	66,39497564	0,01177206
14,7800007	66,39497564	0,01177206
14,7900007	66,39497564	0,01177206
14,8000007	66,39497564	0,01177206
14,8100007	66,39497564	0,01177206
14,8200007	66,39497564	0,01177206
14,8300007	66,39497564	0,01177206
14,8400007	66,39497564	0,01177206
14,85000071	66,39497564	0,01177206
14,86000071	66,39497564	0,01177206
14,87000071	66,39497564	0,01177206
14,88000071	66,39497564	0,01177206
14,89000071	66,39497564	0,01177206
14,90000071	66,39497564	0,01177206
14,91000071	66,39497564	0,01177206
14,92000071	66,39497564	0,01177206
14,93000071	66,39497564	0,01177206
14,94000071	66,39497564	0,01177206
14,95000071	66,39497564	0,01177206
14,96000071	66,43675448	0,01177206
14,97000071	66,43675448	0,01177206
14,98000071	66,43675448	6,00005E-08
14,99000071	66,43675448	6,00005E-08
15,00000071	66,43675448	0,01177206
15,01000071	66,43675448	0,01177206
15,02000071	66,43675448	0,01177206
15,03000071	66,43675448	0,01177206
15,04000071	66,43675448	6,00005E-08
15,05000071	66,43675448	6,00005E-08
15,06000072	66,43675448	6,00005E-08
15,07000072	66,43675448	0,01177206
15,08000072	66,43675448	0,01177206
15,09000072	66,43675448	0,01177206
15,10000072	66,43675448	6,00005E-08
15,11000072	66,43675448	6,00005E-08
15,12000072	66,43675448	0,01177206
15,13000072	66,43675448	0,01177206
15,14000072	66,43675448	0,01177206
15,15000072	66,43675448	0,01177206
15,16000072	66,43675448	0,01177206
15,17000072	66,43675448	6,00005E-08
15,18000072	66,43675448	6,00005E-08
15,19000072	66,43675448	0,01177206
15,20000072	66,43675448	0,01177206
15,21000072	66,43675448	0,02354406
15,22000072	66,43675448	0,02354406
15,23000072	66,43675448	0,03531606
15,24000072	66,43675448	0,04708806
15,25000072	66,43675448	0,04708806
15,26000072	66,43675448	0,03531606
15,27000073	66,43675448	0,02354406
15,28000073	66,43675448	0,02354406
15,29000073	66,43675448	0,01177206
15,30000073	66,43675448	0,01177206
15,31000073	66,43675448	0,01177206
15,32000073	66,43675448	6,00005E-08
15,33000073	66,43675448	0,01177206
15,34000073	66,43675448	0,01177206
15,35000073	66,43675448	0,01177206
15,36000073	66,43675448	0,01177206
15,37000073	66,43675448	0,01177206
15,38000073	66,43675448	0,01177206
15,39000073	66,43675448	0,01177206
15,40000073	66,43675448	6,00005E-08
15,41000073	66,43675448	6,00005E-08
15,42000073	66,43675448	6,00005E-08
15,43000073	66,43675448	6,00005E-08
15,44000073	66,43675448	6,00005E-08
15,45000073	66,43675448	0,01177206
15,46000073	66,43675448	0,02354406
15,47000073	66,43675448	0,02354406
15,48000074	66,47853386	0,02354406
15,49000074	66,47853386	0,02354406
15,50000074	66,47853386	0,02354406
15,51000074	66,47853386	0,02354406
15,52000074	66,47853386	0,02354406
15,53000074	66,47853386	0,03531606
15,54000074	66,47853386	0,04708806
15,55000074	66,47853386	0,05886006
15,56000074	66,52031379	0,07063206
15,57000074	66,52031379	0,03531606
15,58000074	66,52031379	0,01177206
15,59000074	66,52031379	0,01177206
15,60000074	66,52031379	0,01177206
15,61000074	66,52031379	0,01177206
15,62000074	66,52031379	0,01177206
15,63000074	66,47853386	0,01177206
15,64000074	66,47853386	0,01177206
15,65000074	66,47853386	0,01177206
15,66000074	66,47853386	0,01177206
15,67000074	66,47853386	0,01177206
15,68000074	66,47853386	0,01177206
15,69000075	66,47853386	0,01177206
15,70000075	66,47853386	6,00005E-08
15,71000075	66,52031379	6,00005E-08
15,72000075	66,47853386	0,01177206
15,73000075	66,47853386	0,01177206
15,74000075	66,47853386	6,00005E-08
15,75000075	66,47853386	6,00005E-08
15,76000075	66,47853386	0,01177206
15,77000075	66,47853386	0,01177206
15,78000075	66,47853386	6,00005E-08
15,79000075	66,47853386	0,01177206
15,80000075	66,47853386	0,01177206
15,81000075	66,47853386	0,01177206
15,82000075	66,47853386	0,01177206
15,83000075	66,47853386	0,01177206
15,84000075	66,47853386	0,08240406
15,85000075	66,47853386	0,48265206
15,86000075	66,47853386	1,18897206
15,87000075	66,47853386	2,29554006
15,88000075	66,47853386	3,50805606
15,89000075	66,47853386	4,79120406
15,90000076	66,47853386	6,33333606
15,91000076	66,43675448	7,95787206
15,92000076	66,43675448	9,39405606
15,93000076	66,43675448	10,33581606
15,94000076	66,43675448	10,33581606
15,95000076	66,43675448	9,91202406
15,96000076	66,43675448	9,64126806
15,97000076	66,43675448	9,26456406
15,98000076	66,43675448	8,18154006
15,99000076	66,43675448	5,80359606
16,00000076	66,43675448	4,32032406
16,01000076	66,43675448	3,90830406
16,02000076	66,43675448	3,51982806
16,03000076	66,43675448	3,97893606
16,04000076	66,43675448	4,73234406
16,05000076	66,43675448	5,02664406
16,06000076	66,43675448	4,85006406
16,07000076	66,43675448	4,61462406
16,08000076	66,43675448	4,81474806
16,09000076	66,39497564	5,43866406
16,10000076	66,39497564	5,76828006
16,11000077	66,39497564	5,55638406
16,12000077	66,39497564	5,19145206
16,13000077	66,39497564	5,23854006
16,14000077	66,39497564	5,66233206
16,15000077	66,39497564	6,19207206
16,16000077	66,39497564	6,43928406
16,17000077	66,39497564	6,43928406
16,18000077	66,39497564	6,47460006
16,19000077	66,39497564	6,68649606
16,20000077	66,39497564	6,73358406
16,21000077	66,39497564	6,23916006
16,22000077	66,35319735	5,74473606
16,23000077	66,35319735	5,49752406
16,24000077	66,35319735	5,32094406
16,25000077	66,35319735	5,14436406
16,26000077	66,35319735	5,00310006
16,27000077	66,35319735	4,90892406
16,28000077	66,35319735	4,83829206
16,29000077	66,35319735	4,75588806
16,30000077	66,35319735	4,67348406
16,31000077	66,3114196	4,60285206
16,32000078	66,3114196	4,55576406
16,33000078	66,3114196	4,49690406
16,34000078	66,3114196	4,42627206
16,35000078	66,3114196	4,36741206
16,36000078	66,3114196	4,30855206
16,37000078	66,3114196	4,26146406
16,38000078	66,3114196	4,21437606
16,39000078	66,3114196	4,17906006
16,40000078	66,3114196	4,15551606
16,41000078	66,3114196	4,12020006
16,42000078	66,3114196	4,08488406
16,43000078	66,26964239	4,03779606
16,44000078	66,26964239	4,00248006
16,45000078	66,26964239	3,96716406
16,46000078	66,26964239	3,94362006
16,47000078	66,26964239	3,92007606
16,48000078	66,26964239	3,89653206
16,49000078	66,26964239	3,87298806
16,50000078	66,26964239	3,84944406
16,51000078	66,26964239	3,82590006
16,52000078	66,26964239	3,80235606
16,53000079	66,26964239	3,77881206
16,54000079	66,26964239	3,75526806
16,55000079	66,26964239	3,73172406
16,56000079	66,22786573	3,71995206
16,57000079	66,22786573	3,69640806
16,58000079	66,22786573	3,67286406
16,59000079	66,22786573	3,66109206
16,60000079	66,22786573	3,64932006
16,61000079	66,22786573	3,64932006
16,62000079	66,22786573	3,62577606
16,63000079	66,22786573	3,60223206
16,64000079	66,22786573	3,59046006
16,65000079	66,22786573	3,56691606
16,66000079	66,22786573	3,55514406
16,67000079	66,22786573	3,54337206
16,68000079	66,22786573	3,53160006
16,69000079	66,18608961	3,53160006
16,70000079	66,18608961	3,51982806
16,71000079	66,18608961	3,49628406
16,72000079	66,18608961	3,47274006
16,73000079	66,18608961	3,43742406
16,7400008	66,18608961	3,36679206
16,7500008	66,18608961	3,30793206
16,7600008	66,18608961	3,26084406
16,7700008	66,18608961	3,22552806
16,7800008	66,18608961	3,21375606
16,7900008	66,18608961	3,19021206
16,8000008	66,18608961	3,17844006
16,8100008	66,18608961	3,16666806
16,8200008	66,18608961	3,13135206
16,8300008	66,14431403	3,10780806
16,8400008	66,14431403	3,07249206
16,8500008	66,14431403	3,04894806
16,8600008	66,14431403	3,03717606
16,8700008	66,14431403	3,00186006
16,8800008	66,14431403	2,88414006
16,8900008	66,14431403	2,70756006
16,9000008	66,14431403	2,54275206
16,9100008	66,14431403	2,34262806
16,9200008	66,14431403	2,11896006
16,9300008	66,14431403	1,93060806
16,9400008	66,14431403	1,69516806
16,95000081	66,14431403	1,28314806
16,96000081	66,14431403	0,88290006
16,97000081	66,102539	0,57682806
16,98000081	66,102539	0,29430006
16,99000081	66,102539	0,10594806
17,00000081	66,102539	0,03531606
17,01000081	66,102539	0,01177206
17,02000081	66,102539	0,01177206
17,03000081	66,102539	0,01177206
17,04000081	66,102539	0,01177206
17,05000081	66,102539	0,01177206
17,06000081	66,102539	0,01177206
17,07000081	66,102539	0,01177206
17,08000081	66,102539	0,01177206
17,09000081	66,102539	0,01177206
17,10000081	66,102539	0,01177206
17,11000081	66,102539	0,01177206
17,12000081	66,102539	0,01177206
17,13000081	66,102539	0,01177206
17,14000081	66,102539	0,01177206
17,15000081	66,102539	0,01177206
17,16000082	66,102539	0,01177206
17,17000082	66,102539	0,01177206
17,18000082	66,102539	0,01177206
17,19000082	66,102539	0,01177206
17,20000082	66,102539	0,01177206
17,21000082	66,102539	0,01177206
17,22000082	66,102539	0,01177206
17,23000082	66,06076452	0,01177206
17,24000082	66,06076452	0,01177206
17,25000082	66,06076452	0,01177206
17,26000082	66,06076452	0,02354406
17,27000082	66,06076452	0,02354406
17,28000082	66,06076452	0,02354406
17,29000082	66,06076452	0,02354406
17,30000082	66,06076452	0,02354406
17,31000082	66,06076452	0,03531606
17,32000082	66,06076452	0,03531606
17,33000082	66,06076452	0,03531606
17,34000082	66,06076452	0,02354406
17,35000082	66,06076452	0,02354406
17,36000082	66,06076452	0,01177206
17,37000083	66,06076452	0,01177206
17,38000083	66,06076452	0,01177206
17,39000083	66,06076452	0,02354406
17,40000083	66,06076452	0,02354406
17,41000083	66,06076452	0,02354406
17,42000083	66,06076452	0,02354406
17,43000083	66,06076452	0,02354406
17,44000083	66,06076452	0,02354406
17,45000083	66,06076452	0,01177206
17,46000083	66,06076452	0,02354406
17,47000083	66,06076452	0,02354406
17,48000083	66,06076452	0,02354406
17,49000083	66,01899057	0,02354406
17,50000083	66,01899057	0,02354406
17,51000083	66,06076452	0,02354406
17,52000083	66,06076452	0,02354406
17,53000083	66,06076452	0,02354406
17,54000083	66,01899057	0,02354406
17,55000083	66,01899057	0,01177206
17,56000083	66,01899057	0,02354406
17,57000083	66,01899057	0,02354406
17,58000084	66,01899057	0,02354406
17,59000084	66,01899057	0,02354406
17,60000084	66,01899057	0,01177206
17,61000084	66,01899057	0,02354406
17,62000084	66,01899057	0,02354406
17,63000084	66,01899057	0,02354406
17,64000084	66,01899057	0,02354406
17,65000084	66,01899057	0,02354406
17,66000084	66,01899057	0,02354406
17,67000084	66,01899057	0,02354406
17,68000084	66,01899057	0,02354406
17,69000084	65,97721717	0,02354406
17,70000084	65,97721717	0,01177206
17,71000084	65,97721717	0,01177206
17,72000084	65,97721717	0,01177206
17,73000084	65,97721717	0,01177206
17,74000084	65,97721717	0,02354406
17,75000084	65,97721717	0,01177206
17,76000084	65,97721717	0,01177206
17,77000084	65,97721717	6,00005E-08
17,78000084	65,97721717	-0,02354394
17,79000084	65,97721717	-0,07063194
17,80000085	65,97721717	-0,10594794
17,81000085	65,97721717	-0,12949194
17,82000085	65,97721717	-0,14126394
17,83000085	65,97721717	-0,15303594
17,84000085	65,97721717	-0,17657994
17,85000085	65,97721717	-0,24721194
17,86000085	65,97721717	-0,41201994
17,87000085	65,97721717	-0,61214394
17,88000085	65,97721717	-0,82403994
17,89000085	65,93544432	-1,09479594
17,90000085	65,93544432	-1,33023594
17,91000085	65,93544432	-1,34200794
17,92000085	65,97721717	-1,08302394
17,93000085	65,93544432	-0,89467194
17,94000085	65,93544432	-0,91821594
17,95000085	65,93544432	-0,82403994
17,96000085	65,93544432	-0,63568794
17,97000085	65,93544432	-0,42379194
17,98000085	65,93544432	-0,16480794
17,99000085	65,93544432	-0,02354394
18,00000085	65,93544432	0,01177206
18,01000086	65,93544432	0,01177206
18,02000086	65,93544432	0,01177206
18,03000086	65,93544432	0,01177206
18,04000086	65,93544432	0,01177206
18,05000086	65,93544432	0,01177206
18,06000086	65,93544432	0,01177206
18,07000086	65,93544432	0,01177206
18,08000086	65,93544432	0,01177206
18,09000086	65,93544432	0,01177206
18,10000086	65,93544432	0,01177206
18,11000086	65,93544432	0,01177206
18,12000086	65,93544432	0,01177206
18,13000086	65,93544432	0,01177206
18,14000086	65,93544432	0,01177206
18,15000086	65,89367201	0,01177206
18,16000086	65,89367201	0,01177206
18,17000086	65,89367201	0,01177206
18,18000086	65,89367201	0,02354406
18,19000086	65,89367201	0,02354406
18,20000086	65,89367201	0,02354406
18,21000086	65,89367201	0,01177206
18,22000087	65,89367201	0,01177206
18,23000087	65,89367201	0,01177206
18,24000087	65,89367201	0,01177206
18,25000087	65,89367201	0,02354406
18,26000087	65,89367201	0,02354406
18,27000087	65,89367201	0,01177206
18,28000087	65,89367201	0,01177206
18,29000087	65,89367201	0,01177206
18,30000087	65,89367201	0,01177206
18,31000087	65,89367201	0,01177206
18,32000087	65,89367201	0,02354406
18,33000087	65,89367201	0,02354406
18,34000087	65,89367201	0,01177206
18,35000087	65,85190024	0,01177206
18,36000087	65,85190024	0,01177206
18,37000087	65,85190024	0,01177206
18,38000087	65,85190024	0,01177206
18,39000087	65,85190024	0,02354406
18,40000087	65,85190024	0,01177206
18,41000087	65,85190024	0,01177206
18,42000087	65,85190024	0,01177206
18,43000088	65,85190024	0,01177206
18,44000088	65,85190024	0,01177206
18,45000088	65,85190024	0,01177206
18,46000088	65,85190024	0,01177206
18,47000088	65,85190024	0,01177206
18,48000088	65,85190024	0,01177206
18,49000088	65,85190024	0,02354406
18,50000088	65,85190024	0,01177206
18,51000088	65,85190024	-0,02354394
18,52000088	65,85190024	-0,05885994
18,53000088	65,85190024	-0,15303594
18,54000088	65,85190024	-0,27075594
18,55000088	65,85190024	-0,45910794
18,56000088	65,85190024	-0,70631994
18,57000088	65,85190024	-0,83581194
18,58000088	65,85190024	-0,84758394
18,59000088	65,85190024	-0,80049594
18,60000088	65,85190024	-0,70631994
18,61000088	65,81012902	-0,55328394
18,62000088	65,81012902	-0,37670394
18,63000088	65,81012902	-0,32961594
18,64000089	65,81012902	-0,44733594
18,65000089	65,81012902	-0,57682794
18,66000089	65,81012902	-0,64745994
18,67000089	65,81012902	-0,67100394
18,68000089	65,81012902	-0,65923194
18,69000089	65,81012902	-0,63568794
18,70000089	65,81012902	-0,58859994
18,71000089	65,81012902	-0,50619594
18,72000089	65,81012902	-0,43556394
